# emapper version: emapper-1.0.3-40-g41a8498 emapper DB: 2.0
# command: ./emapper.py  -i Streptococcus_mitis_27098_8_103/annotation/Streptococcus_mitis_27098_8_103.faa --output Streptococcus_mitis_27098_8_103/Streptococcus_mitis_27098_8_103.eggnog -m diamond -d bact --override
# time: Mon Oct 26 07:20:16 2020
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
ELBKOEGC_00001	246201.SM12261_1433	2.7e-12	79.0	Firmicutes			3.2.1.8	ko:K01181,ko:K03832					ko00000,ko01000,ko02000	2.C.1.1			Bacteria	1UJ2A@1239,COG0810@1,COG0810@2	NA|NA|NA	M	LPXTG cell wall anchor motif
ELBKOEGC_00012	246201.SM12261_1426	2.2e-27	127.5	Streptococcus mitis	pspC			ko:K03973					ko00000,ko02048,ko03000				Bacteria	1VKBQ@1239,2TQ2K@28037,4HRGW@91061,COG1983@1,COG1983@2	NA|NA|NA	KT	PspC domain
ELBKOEGC_00013	1035187.HMPREF9959_0551	3.7e-13	79.7	Streptococcus mitis													Bacteria	1U4N0@1239,2DKE5@1,2TQ2G@28037,30996@2,4IEDS@91061	NA|NA|NA	S	Protein of unknown function (DUF4044)
ELBKOEGC_00014	1008453.HMPREF9957_0230	1.3e-246	858.6	Streptococcus mitis	obg	GO:0000003,GO:0000160,GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0007154,GO:0007165,GO:0008150,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019954,GO:0023052,GO:0030436,GO:0032502,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035556,GO:0035639,GO:0036094,GO:0043021,GO:0043022,GO:0043167,GO:0043168,GO:0043934,GO:0044424,GO:0044464,GO:0044877,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0097159,GO:0097367,GO:1901265,GO:1901363		ko:K03979					ko00000,ko01000,ko03009				Bacteria	1TPX7@1239,2TNJF@28037,4H9P8@91061,COG0536@1,COG0536@2	NA|NA|NA	S	An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control
ELBKOEGC_00015	1008453.HMPREF9957_0229	8.8e-22	108.6	Streptococcus mitis													Bacteria	1UF13@1239,2BAFU@1,2TQ25@28037,323WA@2,4IEDE@91061	NA|NA|NA		
ELBKOEGC_00016	246201.SM12261_1430	1.1e-78	299.3	Streptococcus mitis	argR	GO:0000976,GO:0001067,GO:0001130,GO:0001216,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0006355,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032991,GO:0032993,GO:0043565,GO:0044212,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141		ko:K03402					ko00000,ko03000				Bacteria	1V1R7@1239,2TNJT@28037,4HFY8@91061,COG1438@1,COG1438@2	NA|NA|NA	K	Regulates arginine biosynthesis genes
ELBKOEGC_00017	246201.SM12261_1431	0.0	1471.1	Streptococcus mitis	pepX		3.4.14.11	ko:K01281					ko00000,ko01000,ko01002				Bacteria	1TT78@1239,2TP1Z@28037,4HBA0@91061,COG2936@1,COG2936@2	NA|NA|NA	S	Removes N-terminal dipeptides sequentially from polypeptides having unsubstituted N-termini provided that the penultimate residue is proline
ELBKOEGC_00018	246201.SM12261_1432	0.0	2672.5	Streptococcus mitis													Bacteria	1V15F@1239,2TP48@28037,4HFCE@91061,COG3266@1,COG3266@2	NA|NA|NA	S	YSIRK type signal peptide
ELBKOEGC_00019	246201.SM12261_1434	0.0	1963.3	Streptococcus mitis	dnaE		2.7.7.7	ko:K02337	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400				Bacteria	1TPYG@1239,2TP28@28037,4H9T3@91061,COG0587@1,COG0587@2	NA|NA|NA	L	DNA polymerase alpha chain like domain
ELBKOEGC_00020	1035187.HMPREF9959_1708	8.6e-187	659.4	Streptococcus mitis	pfkA	GO:0003674,GO:0003824,GO:0003872,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006116,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008443,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016052,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017144,GO:0018130,GO:0019200,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019674,GO:0019693,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044262,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046835,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0055114,GO:0061615,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576	2.7.1.11	ko:K00850	ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04152,ko05230,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04152,map05230	M00001,M00345	R00756,R03236,R03237,R03238,R03239,R04779	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000,ko01009,ko03019			iYO844.BSU29190	Bacteria	1TPF4@1239,2TP6H@28037,4HAPN@91061,COG0205@1,COG0205@2	NA|NA|NA	F	Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis
ELBKOEGC_00021	585203.SMSK564_0626	1.2e-277	961.8	Streptococcus mitis	pyk	GO:0001871,GO:0003674,GO:0003824,GO:0004743,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006116,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009266,GO:0009408,GO:0009628,GO:0009986,GO:0009987,GO:0016043,GO:0016052,GO:0016053,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017144,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019674,GO:0019693,GO:0019752,GO:0022607,GO:0030246,GO:0030247,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042802,GO:0042866,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0050896,GO:0051186,GO:0051188,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0055086,GO:0055114,GO:0065003,GO:0071704,GO:0071840,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:2001065	2.7.1.40,2.7.7.4	ko:K00873,ko:K00958	ko00010,ko00230,ko00261,ko00450,ko00620,ko00920,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00261,map00450,map00620,map00920,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230	M00001,M00002,M00049,M00050,M00176,M00596	R00200,R00430,R00529,R01138,R01858,R02320,R04929	RC00002,RC00015,RC02809,RC02889	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147			iECO103_1326.ECO103_1819,iPC815.YPO2393	Bacteria	1TPGG@1239,2TP3F@28037,4H9VY@91061,COG0469@1,COG0469@2	NA|NA|NA	H	Pyruvate kinase, alpha/beta domain
ELBKOEGC_00022	246201.SM12261_1535	1.5e-180	638.6	Streptococcus mitis	ldh		1.1.1.27	ko:K00016	ko00010,ko00270,ko00620,ko00640,ko01100,ko01110,ko01120,ko01130,ko04922,map00010,map00270,map00620,map00640,map01100,map01110,map01120,map01130,map04922		R00703,R01000,R03104	RC00031,RC00044	ko00000,ko00001,ko01000,ko04147				Bacteria	1TPSY@1239,2TNZ1@28037,4HB0Z@91061,COG0039@1,COG0039@2	NA|NA|NA	C	lactate/malate dehydrogenase, NAD binding domain
ELBKOEGC_00023	246201.SM12261_1534	0.0	1479.9	Streptococcus mitis	gyrA	GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0003916,GO:0003918,GO:0005488,GO:0005524,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006259,GO:0006265,GO:0006725,GO:0006807,GO:0006996,GO:0008094,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016853,GO:0016887,GO:0017076,GO:0017111,GO:0030312,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034335,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044464,GO:0046483,GO:0046872,GO:0051276,GO:0061505,GO:0071103,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:0097367,GO:0140097,GO:1901265,GO:1901360,GO:1901363	5.99.1.3	ko:K02469					ko00000,ko01000,ko03032,ko03400				Bacteria	1TP2Z@1239,2TNIK@28037,4HAHY@91061,COG0188@1,COG0188@2	NA|NA|NA	L	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner
ELBKOEGC_00024	563038.HMPREF0851_00288	1.7e-131	475.3	Bacilli	srtA		3.4.22.70	ko:K07284					ko00000,ko01000,ko01002,ko01011				Bacteria	1V83Z@1239,4HJV9@91061,COG3764@1,COG3764@2	NA|NA|NA	M	sortase family
ELBKOEGC_00025	246201.SM12261_1533	1.5e-141	508.8	Streptococcus mitis	fnt			ko:K06212,ko:K21993					ko00000,ko02000	1.A.16.1.1,1.A.16.1.3,1.A.16.2			Bacteria	1V164@1239,2TP7Z@28037,4HFJC@91061,COG2116@1,COG2116@2	NA|NA|NA	P	Formate/nitrite transporter
ELBKOEGC_00026	246201.SM12261_1532	4e-237	827.0	Streptococcus mitis	metY		2.5.1.49	ko:K01740	ko00270,ko01100,map00270,map01100		R01287,R04859	RC00020,RC02821,RC02848	ko00000,ko00001,ko01000				Bacteria	1VYCY@1239,2TPIZ@28037,4H9X5@91061,COG2873@1,COG2873@2	NA|NA|NA	E	Cys/Met metabolism PLP-dependent enzyme
ELBKOEGC_00027	170187.SP_1213	1.2e-196	692.6	Streptococcus pneumoniae	XK27_04785												Bacteria	1TRKQ@1239,1WUSK@1313,4HEXY@91061,COG4487@1,COG4487@2	NA|NA|NA	S	Uncharacterized protein conserved in bacteria (DUF2130)
ELBKOEGC_00028	246201.SM12261_1530	5.2e-126	457.2	Streptococcus mitis													Bacteria	1U4TF@1239,2DKFJ@1,2TQ9W@28037,309C7@2,4IEIT@91061	NA|NA|NA		
ELBKOEGC_00029	585202.SMSK321_0619	6.8e-110	403.7	Streptococcus mitis													Bacteria	1U4PM@1239,2DIKY@1,2TQ47@28037,303KD@2,4IEFE@91061	NA|NA|NA		
ELBKOEGC_00030	246201.SM12261_1528	5.4e-153	547.0	Streptococcus mitis	truB	GO:0001522,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016556,GO:0016853,GO:0016866,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1990481	5.4.99.25	ko:K03177,ko:K03483					ko00000,ko01000,ko03000,ko03016			iSB619.SA_RS06305	Bacteria	1TP9Y@1239,2TPC0@28037,4HA9X@91061,COG0130@1,COG0130@2	NA|NA|NA	J	Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs
ELBKOEGC_00031	246201.SM12261_1527	5.6e-115	420.2	Streptococcus mitis	udk	GO:0003674,GO:0003824,GO:0004849,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006206,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008655,GO:0009058,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009224,GO:0009259,GO:0009260,GO:0009987,GO:0015949,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018130,GO:0019205,GO:0019206,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042455,GO:0043094,GO:0043097,GO:0043174,GO:0043771,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046035,GO:0046049,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	2.7.1.48	ko:K00876	ko00240,ko00983,ko01100,map00240,map00983,map01100		R00513,R00516,R00517,R00962,R00964,R00967,R00968,R00970,R01548,R01549,R01880,R02091,R02096,R02097,R02327,R02332,R02371,R02372,R08232	RC00002,RC00017	ko00000,ko00001,ko01000			iSBO_1134.SBO_0893	Bacteria	1TQ4V@1239,2TNK5@28037,4HAVR@91061,COG0572@1,COG0572@2	NA|NA|NA	F	Phosphoribulokinase / Uridine kinase family
ELBKOEGC_00032	1008453.HMPREF9957_0346	1.9e-237	828.2	Streptococcus mitis	xseA		3.1.11.6	ko:K03601	ko03430,map03430				ko00000,ko00001,ko01000,ko03400				Bacteria	1TP4E@1239,2TP8C@28037,4HAN2@91061,COG1570@1,COG1570@2	NA|NA|NA	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides
ELBKOEGC_00033	1000588.HMPREF9965_1420	1.4e-27	128.3	Streptococcus mitis	xseB		3.1.11.6	ko:K03602	ko03430,map03430				ko00000,ko00001,ko01000,ko03400				Bacteria	1VK9I@1239,2TPYF@28037,4HNRB@91061,COG1722@1,COG1722@2	NA|NA|NA	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides
ELBKOEGC_00034	1054460.SPPN_05850	3.2e-153	547.7	Bacilli	ispA	GO:0003674,GO:0003824,GO:0004659,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006629,GO:0006720,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009987,GO:0016740,GO:0016765,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044464,GO:0071704,GO:1901576	2.5.1.1,2.5.1.10,2.5.1.29,2.5.1.90	ko:K00795,ko:K02523,ko:K13789	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00364,M00366	R01658,R02003,R02061,R09248	RC00279	ko00000,ko00001,ko00002,ko01000,ko01006				Bacteria	1TPQY@1239,4HA8E@91061,COG0142@1,COG0142@2	NA|NA|NA	H	Belongs to the FPP GGPP synthase family
ELBKOEGC_00035	563038.HMPREF0851_00298	2.8e-143	514.6	Bacilli	rrmJ		2.1.1.226,2.1.1.227	ko:K06442					ko00000,ko01000,ko03009				Bacteria	1TPE4@1239,4HAPY@91061,COG1189@1,COG1189@2	NA|NA|NA	J	Ribosomal RNA large subunit methyltransferase J
ELBKOEGC_00036	1035187.HMPREF9959_1723	4.8e-70	270.4	Streptococcus mitis	argR	GO:0000976,GO:0001067,GO:0001130,GO:0001216,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0006355,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032991,GO:0032993,GO:0043565,GO:0044212,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141		ko:K03402					ko00000,ko03000				Bacteria	1V1R7@1239,2TNI0@28037,4HFY8@91061,COG1438@1,COG1438@2	NA|NA|NA	K	Regulates arginine biosynthesis genes
